song_id,title,artist,genre,prompt
220,Sam's Song,NaDa BaBa,Folk,"Album art evoking sharp, glinting highlights, measured and even in force, a somber, minor-key undertone, languid, floating movement, an earthy, acoustic warmth, hints of didgeridoo. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
221,Spot Rockers,Cassette Tape Bandits,Hip-Hop,"Album art evoking radiant and luminous, measured and even in force, a wistful, introspective mood, a steady, walking pace, a raw, beat-driven energy, rhythmic, spoken cadence, a hip-hop groove. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
222,Squinting at the Sun (radio edit),Lee Rosevere,Electronic,"Album art evoking a dark, brooding palette, quiet and restrained, a warm, major-key brightness, a fast, propulsive pace, cool, circuit-lit geometry, diffuse, atmospheric texture, gentle ambient washing. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
223,Do Easy,Tasseomancy,Pop,"Album art evoking muted and murky hues, measured and even in force, an optimistic emotional cast, measured, even movement, polished, vivid color blocking, soft, atmospheric layers, hints of lullaby. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
224,Cage (bonus),Pilesar,Pop,"Album art evoking a bright, sunlit palette, measured and even in force, an optimistic emotional cast, languid, floating movement, polished, vivid color blocking, electronic, machine-made texture. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
225,In The Fall,Future Islands,Electronic,"Album art evoking an even, neutral palette, soft-edged and understated, an open, uplifted mood, languid, floating movement, a pulse of synthetic color, hints of independent music, hints of singing. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
226,Ivory,Moon Veil,Electronic,"Album art evoking a dark, brooding palette, a steady, grounded intensity, a wistful, introspective mood, drifting, spacious motion, cool, circuit-lit geometry, a breathy brass wail, the shine of brass. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
227,To Drive the Cold Winter Away,Julianne Marx and Craig Olson,Experimental,"Album art evoking balanced, natural tones, quiet and restrained, a wistful, introspective mood, a fast, propulsive pace, textures that resist a single shape, kit-driven percussion, percussive textures. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
228,Cien Volando,Josh Woodward,Folk,"Album art evoking a dark, brooding palette, a steady, grounded intensity, an optimistic emotional cast, measured, even movement, warm, handmade grain, string-driven texture, fine, articulated string texture. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
229,Not the 1s (prod. by Mexicans with Guns),Not The 1s,Hip-Hop,"Album art evoking a bright, sunlit palette, a powerful, driving intensity, an edgy, minor-key tension, measured, even movement, bold, street-worn texture, rhythmic, spoken cadence, beat-driven, rhythmic drive. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
230,Bridgewater Triangle,happiness in aeroplanes,Instrumental,"Album art evoking dim, low-lit tones, a steady, grounded intensity, an open, uplifted mood, a steady, walking pace, an open instrumental canvas, diffuse, atmospheric texture, a deep gong resonance. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
231,Softer Place To Fall,Mark Fosson,Folk,"Album art evoking muted and murky hues, forceful and dense, an optimistic emotional cast, rapid, energetic movement, an earthy, acoustic warmth, string-driven texture, warm, wooden acoustic tone. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
232,"5am, Wabi Sabi",Project 5am,Electronic,"Album art evoking sharp, glinting highlights, a hushed, delicate presence, a wistful, introspective mood, drifting, spacious motion, a pulse of synthetic color, the pulse of real drums, kit-driven percussion. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
233,Freak of Nature (Time Out Dubb),C-Doc,Hip-Hop,"Album art evoking crisp and shimmering light, forceful and dense, a warm, major-key brightness, languid, floating movement, a raw, beat-driven energy, beat-driven, rhythmic drive, rhythmic, spoken cadence. Abstract, textural album art. No faces, no text, no literal band-photo imagery."
